Id,Prediction
122,3583754.18078
123,5370865.61705
124,3570336.46361
125,3969935.4269
126,3705194.8371
127,3898214.43157
128,4165114.91383
129,3935754.91667
130,2992489.31858
131,4074129.7872
132,5533926.01438
133,3329813.05247
134,3802616.63508
135,3758275.95174
136,4216371.36598
137,3518870.60209
138,4806552.17709
139,3918612.11592
140,4431184.31289
141,3722032.38052
142,4254869.61672
143,3635702.70414
144,4192811.88651
145,3607258.07023
146,4194574.36487
147,3213369.25889
148,4882009.22412
149,4394737.46789
150,3611248.95902
151,4094298.92331
152,4784257.93201
153,4269166.38681
154,3395722.87012
155,4829965.90407
156,4349981.95323
157,4403351.96028
158,3491060.29964
159,4277615.45205
160,4267762.62693
161,3577481.95022
162,3267201.48104
163,4745987.61531
164,4792957.53394
165,4325268.29268
166,4603155.19771
167,4474071.26631
168,3772594.71593
169,4604064.90962
170,4137395.09304
171,4193613.36947
172,4120044.10883
173,3818227.33518
174,4375616.79523
175,4482673.4422
176,4679334.76808
177,4427656.64771
178,3776832.5691
179,3870982.56796
180,3610812.89809
181,4535186.19242
182,5001202.14477
183,4289631.30593
184,3930227.35938
185,3746838.87737
186,3728773.66376
187,5468260.77501
188,5207798.53682
189,4548248.96218
190,4007963.65075
191,4922192.57686
192,4590872.54373
193,4286674.61702
194,3752922.59611
195,4700250.78344
196,3913796.26471
197,3794355.78846
198,3860434.95951
199,3817068.82935
200,4358320.20418
201,3840074.69558
202,4553153.95072
203,4220587.4007
204,4555772.76969
205,4031481.6167
206,4400995.47422
207,3660537.19945
208,3836501.40087
209,3871570.05243
210,4433371.79053
211,4004963.39697
212,3982919.11443
213,3659179.45117
214,4941881.21999
215,3081506.5216
216,4179465.69628
217,4751598.61129
218,4211863.73857
219,3788844.53255
220,4216950.65686
221,3987160.00014
222,4871229.07942
223,4524060.46295
224,3995219.74066
225,4358466.66391
226,4213926.70424
227,4705219.63922
228,3826631.71164
229,3538462.46851
230,4699084.97046
231,4573961.91867
232,4746658.63022
233,4305434.27341
234,4306479.49474
235,4490376.28322
236,3328336.90491
237,3370468.38187
238,4651890.44896
239,4297801.94332
240,3931626.89511
241,4260148.63248
242,3769223.32912
243,3968610.16065
244,4369231.97401
245,5592080.08264
246,4228389.61274
247,3967093.24137
248,4058365.4396
249,4288041.62936
250,3796133.55055
251,4914531.8384
252,4892448.2347
253,4333653.92002
254,3712267.75346
255,4747744.30376
256,3780762.25433
257,3919952.82353
258,3300067.33716
259,3948374.10615
260,4104550.18967
261,4285374.14668
262,4810447.4016
263,4090509.99205
264,3194629.35134
265,4744281.39783
266,4209169.50072
267,4924195.4734
268,4294722.80571
269,4004657.39636
270,3751123.92555
271,3950587.08728
272,4025521.94909
273,4949121.72437
274,3783686.72938
275,5406691.48013
276,5348589.02843
277,4434474.5435
278,4451750.59443
279,3757213.58144
280,4225588.13589
281,3904080.16182
282,3458785.79982
283,3881867.32356
284,4217238.81924
285,3267781.0319
286,4573438.73379
287,4305318.05231
288,5452732.38292
289,4037754.2767
290,3842223.09103
291,4394312.20592
292,4097931.10972
293,4011973.10608
294,3387552.30174
295,4238470.08987
296,4667728.64358
297,4890472.86937
298,3707528.1622
299,4472642.40401
300,4106692.16902
301,4764371.91448
302,4426682.2316
303,4129393.59629
304,4877775.01827
305,4645039.56976
306,3550856.81924
307,4392980.77673
308,3426718.75682
309,4162912.88068
310,4200330.59624
311,3988502.99063
312,4111630.4639
313,4199512.14176
314,4151857.9607
315,4326277.20935
316,4087022.50354
317,4677093.96474
318,4609491.47083
319,4934794.03019
320,5224548.56079
321,3811221.81251
322,3821903.42928
323,4476742.84995
324,4108444.75208
325,4596895.56583
326,4871676.70724
327,4439944.33383
328,4227014.91877
329,5817567.49072
330,4360329.61395
331,4550094.58267
332,4000890.84745
333,5113345.42416
334,4864228.11336
335,4609078.61064
336,2999459.84588
337,3797634.756
338,4351800.83661
339,4351406.13118
340,4441628.10484
341,3670337.62158
342,4245885.13925
343,4229403.11585
344,3914011.22437
345,3929512.61169
346,4240412.11181
347,5062352.99615
348,3959491.97276
349,3652443.88039
350,3760760.4968
351,4437149.83675
352,4508683.44702
353,5048398.59936
354,3752793.09413
355,5091601.69589
356,4434104.30571
357,4702330.15694
358,4072778.67859
359,4539334.20112
360,3931792.2086
361,3999615.33403
362,4264314.04845
363,4497370.11425
364,4791020.88684
365,5101394.89275
366,3338476.07235
367,3981070.03432
368,3794253.55265
369,4517310.54168
370,3887059.86584
371,4541602.15979
372,4266703.42732
373,4857931.90071
374,4236880.54771
375,4340413.18249
376,3638878.41579
377,4263825.38568
378,4327062.55913
379,4283714.27965
380,4580418.1439
381,3685784.84461
382,4223875.80896
383,3985799.31602
384,4227492.7482
385,5040839.14634
386,4757560.39637
387,4866165.5986
388,4425615.50672
389,4464059.36304
390,4456346.33089
391,4225692.53863
392,3807887.12501
393,4091274.78349
394,5299014.11533
395,3922703.63547
396,5213380.32202
397,4424041.95711
398,4464794.80026
399,4772023.89868
400,3463079.71095
401,3309075.38497
402,4195403.56596
403,4048549.82728
404,3673230.61332
405,4553152.66724
406,4301588.03696
407,4674540.18005
408,2981447.66628
409,3651701.23975
410,3885278.11032
411,4279473.26479
412,4343211.292
413,4481508.35799
414,4244201.68617
415,4661322.06829
416,5000683.49505
417,3159916.04228
418,3987388.07832
419,4362798.75136
420,4020251.02711
421,4545835.75376
422,4673071.62803
423,3931102.23199
424,4118749.02644
425,4429816.11749
426,4134607.30762
427,4038277.71447
428,4079728.56574
429,3698446.86365
430,4048474.76813
431,3567608.21367
432,3531643.72049
433,5288228.29229
434,3879009.20985
435,4266018.28728
436,4066265.07716
437,3154153.06983
438,4069650.60204
439,5286658.26169
440,4416386.68903
441,4266705.38109
442,3980628.94744
443,4433531.05684
444,3542181.72449
445,4423276.98981
446,6144547.24186
447,3620338.70811
448,5098614.40429
449,5195176.45473
450,4904581.34246
451,3997777.94167
452,4206960.91711
453,4331274.13881
454,4569467.34789
455,3327632.65523
456,3976125.11441
457,4123290.66344
458,3675698.71971
459,3144688.72719
460,4287451.47415
461,4894497.99179
462,4617887.63144
463,3818413.38812
464,4302061.38163
465,4087480.69973
466,3920839.53869
467,3707164.63709
468,3792606.50131
469,4165493.57143
470,3753604.82355
471,4070907.74495
472,3364616.81459
473,4557128.46993
474,4381831.52592
475,4240167.6002
476,3810259.97278
477,3801688.38802
478,4104977.1003
479,4346199.07181
480,4562152.44329
481,5298891.91747
482,3585447.83846
483,3970364.88371
484,5205366.89653
485,4704828.05744
486,4097968.99374
487,4705080.58398
488,4135265.74477
489,3915062.8121
490,4082995.94053
491,3196945.08475
492,4445141.25952
493,4865661.25716
494,4132639.5805
495,3753353.3668
496,4834110.73918
497,4972072.74836
498,3956118.97357
499,4513496.16306
500,4532724.54113
501,3674933.62843
502,3658528.32427
503,5213541.47536
504,4507657.48437
505,3989295.48677
506,4708516.29654
507,4310521.7561
508,4245841.10397
509,4052488.34782
510,4509537.50245
511,4768850.3361
512,3423962.25266
513,5239774.45649
514,3743465.99881
515,3226221.55347
516,3324054.07734
517,3907150.67713
518,4329637.80662
519,4135894.77032
520,4452355.90526
521,4477862.80711
522,5564719.534
523,4121151.99262
524,4125356.83671
525,4208605.53863
526,3659594.44225
527,3859591.87651
528,4343402.96029
529,4283237.31308
530,4071156.9225
531,4905957.4072
532,4380236.49914
533,3488198.611
534,4229387.97531
535,3843364.58275
536,3741164.35877
537,4693073.63391
538,3630760.0986
539,4173473.14188
540,4729667.62646
541,4099829.81829
542,3909805.48972
543,3826912.72746
544,4612735.08368
545,3596937.87857
546,3654523.18607
547,5169085.8431
548,4272178.2026
549,4089246.8901
550,4018514.93101
551,3348824.36864
552,4635779.23901
553,4046148.43418
554,4251072.89216
555,4270458.2279
556,3207827.48524
557,4363790.96887
558,4030633.99754
559,4552618.56591
560,4529253.00913
561,5456587.00149
562,3662587.91597
563,3979274.22572
564,3786923.12226
565,4539145.98082
566,3583500.18633
567,4149004.461
568,4290684.65059
569,4157282.66761
570,4904830.27017
571,4752212.82915
572,4120711.59869
573,3402085.75634
574,4018954.70484
575,3253552.05498
576,5975110.282
577,3637067.11109
578,3382920.68623
579,4438328.89416
580,4004295.581
581,3843745.38748
582,4624291.35944
583,4329503.35076
584,4151090.41723
585,3659946.1798
586,3500030.79648
587,3820044.26819
588,4456573.42295
589,4075956.26847
590,4290128.96964
591,3656719.68042
592,4247018.75506
593,3909695.87999
594,3704346.5238
595,3376550.36615
596,4421466.6399
597,3766821.52214
598,4364707.3136
599,5228866.00712
600,4371763.14674
601,4722575.60115
602,4428189.44993
603,3798712.24824
604,4005467.8134
605,3744051.11202
606,3059157.34386
607,4125022.59597
608,3906888.7842
609,4712452.15115
610,5081405.43194
611,3738283.06364
612,4380741.71092
613,4860163.33298
614,4432150.7942
615,3702255.42105
616,4876890.43245
617,4927364.61438
618,5255217.02687
619,4330416.70306
620,4051530.45235
621,5161660.65482
622,4120242.45686
623,4355425.76709
624,4452957.91657
625,3839216.11189
626,4569373.13759
627,4476709.00707
628,3718746.94356
629,4538745.68959
630,5254001.30806
631,4202532.72265
632,4461720.7488
633,4981288.19347
634,3353556.75668
635,4116739.01239
636,4572524.79003
637,3692248.86348
638,4201280.54882
639,4318663.04219
640,3827550.25779
641,3912734.07942
642,3860408.07658
643,3940348.15952
644,3933957.15973
645,3174004.1194
646,4886941.9438
647,4037769.19537
648,3800976.52693
649,3973127.96905
650,3326247.1729
651,3903373.00313
652,4564969.4139
653,3815746.74473
654,4770062.45467
655,5369597.9661
656,4232913.35512
657,4385500.12197
658,4918490.01034
659,3988582.72477
660,4709724.98189
661,5440466.84419
662,4038550.02643
663,3287856.41343
664,3963650.40641
665,3855530.73322
666,5126221.04045
667,3931864.5573
668,3998002.68452
669,3745819.00076
670,5249886.84584
671,4962927.11388
672,4278336.86461
673,4253931.5532
674,4186770.25696
675,4249173.21168
676,5079976.56874
677,4229900.52806
678,4166386.15278
679,4209482.9491
680,3589163.84524
681,4961074.4132
682,4515087.71297
683,4256166.6948
684,3993695.1552
685,4698333.58939
686,3692660.56019
687,2936425.37612
688,4506896.96158
689,4097037.43893
690,3879788.65033
691,3736146.73551
692,4629996.22761
693,4185582.22311
694,4072248.45601
695,3563565.05712
696,4318679.91944
697,4030425.04031
698,4324475.4857
699,3657761.49308
700,4214359.92931
701,3732462.97313
702,4299372.93502
703,3808953.7766
704,3803674.22368
705,4063102.51404
706,4978472.0161
707,4748637.71165
708,4696038.11194
709,4134156.82561
710,4387906.03179
711,5209405.77529
712,4269519.32223
713,3983987.90242
714,3915628.76617
715,3594310.1436
716,3792438.65017
717,4257279.52473
718,4494578.04864
719,4659657.59438
720,4860773.38383
721,5345972.94858
722,3985856.02464
723,3775428.73178
724,4256539.0873
725,4396603.29515
726,3782413.27457
727,3958209.74218
728,4031185.04615
729,4231010.04606
730,4327580.0533
731,4098562.09014
732,3453200.12414
733,6011578.46725
734,4485405.3616
735,4372223.18375
736,4242258.06748
737,4365141.62142
738,4595299.92856
739,3515606.22829
740,4322474.31166
741,4046578.63495
742,4492463.79698
743,5236645.77324
744,4222121.08227
745,4398526.4269
746,4068379.02188
747,4912997.1364
748,4775463.77287
749,3981970.63191
750,5967471.87006
751,3807070.77186
752,4028569.54987
753,3584971.14936
754,3806498.45322
755,3247796.25308
756,4383282.35911
757,3870511.13621
758,4106230.64951
759,5081649.08645
760,4495122.89522
761,3785829.65401
762,4263274.72473
763,3251905.12988
764,4289142.72474
765,4827213.30369
766,4644048.69114
767,4159677.9271
768,3864940.37127
769,4525081.02678
770,4403938.90861
771,4563179.31619
772,4384561.11291
773,3887328.59953
774,4098017.48464
775,3849342.90508
776,3679735.17344
777,4740602.76765
778,3896075.20565
779,3574451.12953
780,3898896.58472
781,4725110.57674
782,4515607.66366
783,4450300.25108
784,3594267.58894
785,4065649.39313
786,4841818.35817
787,3944231.32464
788,4072484.60172
789,4836878.46842
790,3672740.16706
791,4647698.59116
792,3526783.26151
793,3215528.89904
794,3138784.30311
795,4771581.22315
796,4034260.66398
797,3454849.04305
798,3952045.61986
799,3989671.12438
800,4704904.73485
801,5288027.81096
802,4474000.84213
803,3856960.515
804,3735344.77063
805,3761421.78247
806,4056967.51172
807,4302793.51973
808,4367090.8516
809,3376351.53837
810,3855527.57972
811,4190801.7636
812,4038918.53108
813,4085370.28839
814,3721205.82662
815,4765722.06402
816,3696886.75206
817,4428510.19264
818,4229604.45896
819,3714385.93652
820,4182098.95082
821,4013404.32519
822,4608842.74001
823,4747609.5875
824,4233898.3915
825,4365018.00614
826,4409121.67904
827,3610981.41031
828,4675768.10222
829,3671294.015
830,4113872.26674
831,5434768.21165
832,4306420.69901
833,4255503.51504
834,4707917.58917
835,3526699.78646
836,3038304.35629
837,3800980.48132
838,3991944.41361
839,3373860.78033
840,3667278.25967
841,3540975.25303
842,4881887.97277
843,4634332.87293
844,3940817.93463
845,3802712.45838
846,4423210.49509
847,4525187.21724
848,3692951.21804
849,4418902.52909
850,4074238.16866
851,4988688.51175
852,5521428.88992
853,4412854.78476
854,4476048.45971
855,3728088.61405
856,3525785.87597
857,4218258.40501
858,3463865.38369
859,3635852.20468
860,3882087.9067
861,5070232.17968
862,4021262.35782
863,4189787.88065
864,5112472.74108
865,4667225.80513
866,3522157.23662
867,3851874.87754
868,4239722.61654
869,4000279.04759
870,3519260.92652
871,4674789.2942
872,3792380.64052
873,4864522.81895
874,4274946.35451
875,4735350.32672
876,3731537.06341
877,4643844.69726
878,3471966.90526
879,3926643.81838
880,3373765.28288
881,3888891.8972
882,4533559.10595
883,3988464.31994
884,4493167.09178
885,5050642.36316
886,3714775.21814
887,4552524.71645
888,3994893.73344
889,3716734.07959
890,4987014.06337
891,3707106.94623
892,4237822.74768
893,4133900.0166
894,4422270.85313
895,4034219.21461
896,4465950.65955
897,3738126.81865
898,3735390.31731
899,5619824.91182
900,3783489.72076
901,5451320.79251
902,3801329.5256
903,4241273.54838
904,3706219.24813
905,3641537.40213
906,3835697.86935
907,4402112.14514
908,4401853.31797
909,4401826.34331
910,4408364.01875
911,4505667.68556
912,4630347.30873
913,4465935.50905
914,3810690.07528
915,4652344.35742
916,3235149.28052
917,4181848.42503
918,4577843.72902
919,4008597.3377
920,4168146.6924
921,4152254.9084
922,3876926.04446
923,4023327.77715
924,4855743.20736
925,4544789.45296
926,5283230.10186
927,4714022.0159
928,4587835.78708
929,4047359.25752
930,4510171.18479
931,4379884.3633
932,4632209.87378
933,4792589.40531
934,3705038.02365
935,4409220.18861
936,4049107.1435
937,4196243.72823
938,3918342.84893
939,4552031.45115
940,4303293.82164
941,4310370.58559
942,4224438.92629
943,4793637.24848
944,4898127.16653
945,2998995.43629
946,4685346.98748
947,4300354.05764
948,3900013.36002
949,3475143.59803
950,4280772.77096
951,3795361.17686
952,4696336.47464
953,3804242.68521
954,4570847.88151
955,4285415.60808
956,3905999.63495
957,4697935.41002
958,4874949.39776
959,4094324.06554
960,3633551.46107
961,4744656.29972
962,4925079.37127
963,4515344.59251
964,5949922.50427
965,3905462.29729
966,4532360.24602
967,4820690.07155
968,4065594.16084
969,3855256.20871
970,3701894.78527
971,3386468.93091
972,3740689.27466
973,3701860.04929
974,3527804.36266
975,3792724.02321
976,3978259.43217
977,4065544.8424
978,4404684.99897
979,5703256.19272
980,4886212.28287
981,3978689.21588
982,4149202.90345
983,5081276.44002
984,4964060.54863
985,3688135.71294
986,3920399.03161
987,4417353.92779
988,4304166.4674
989,3815218.55574
990,5089674.75158
991,3511838.2675
992,4060939.42909
993,4347397.30585
994,4334585.50183
995,3986254.71662
996,4265456.1536
997,4520401.94003
998,4519255.71052
999,4489009.63227
1000,4271500.32082
1001,3784673.28078
1002,3567372.91388
1003,4020357.45954
1004,4873889.62422
1005,4287806.76782
1006,5327792.61362
1007,3583752.32859
1008,3892915.06436
1009,4291748.34989
1010,4025140.87855
1011,4596920.53659
1012,3669099.18842
1013,4271839.05948
1014,3777319.63621
1015,4136164.10087
1016,4787405.3614
1017,3923704.39562
1018,4047987.21918
1019,4195011.2452
1020,4282089.23937
1021,4786744.9166
1022,4569284.36543
1023,4062693.73333
1024,4250219.84496
1025,4173934.81511
1026,4012845.3396
1027,3931166.54685
1028,4740236.05127
1029,3474978.32443
1030,4774484.63108
1031,3825527.67213
1032,4005237.58323
1033,5008566.87314
1034,4287622.10764
1035,3733380.14658
1036,4312039.50491
1037,4256631.933
1038,4024026.81747
1039,3602062.7308
1040,4072027.26033
1041,4558572.55836
1042,4267854.1838
1043,3647522.61443
1044,4276670.71188
1045,4391411.86796
1046,3960562.47919
1047,4737174.08019
1048,3713020.43838
1049,3989360.18985
1050,4303674.19091
1051,4618681.93436
1052,3729144.07592
1053,3093117.01239
1054,4650107.93699
1055,3253750.94553
1056,5237866.97578
1057,4721666.90835
1058,3872605.69228
1059,5346708.72117
1060,4482470.20601
1061,4120571.61083
1062,4447245.51737
1063,4350137.49212
1064,4430677.0683
1065,4879369.85279
1066,5192357.46789
1067,4053237.90196
1068,4398756.48249
1069,3867764.65826
1070,3683950.96378
1071,3422635.5184
1072,4570987.6376
1073,4354536.93001
1074,4386444.09761
1075,4139217.50666
1076,4123248.85056
1077,3574649.42898
1078,3532145.65104
1079,4804665.14665
1080,3730462.18005
1081,3999615.76337
1082,4114293.98156
1083,4258967.30079
1084,3226052.57169
1085,3148129.34445
1086,4869002.25905
1087,3781554.70722
1088,4337050.72332
1089,3561425.96341
1090,4633433.51284
1091,4478239.82229
1092,4084054.65314
1093,4292079.3736
1094,4039295.60524
1095,4220247.97864
1096,4013939.14726
1097,3450780.08856
1098,4788477.00491
1099,3928277.05766
1100,4374139.94667
1101,4539493.01237
1102,3747268.90784
1103,3660618.39089
1104,4640240.46521
1105,4043090.94125
1106,3491820.89886
1107,4618515.33984
1108,4828438.93679
1109,3826221.91412
1110,4137429.49405
1111,3982671.28083
1112,4001784.00526
1113,4327449.35466
1114,3829469.37455
1115,4453335.8967
1116,4613083.04739
1117,4996751.95306
1118,4486473.9389
1119,4506306.69816
1120,3699981.9241
1121,3439267.69242
1122,4138826.71091
1123,4540404.06111
1124,4041301.23829
1125,4477826.41368
1126,4562801.7654
1127,4150468.25277
1128,3901608.97589
1129,4178207.49267
1130,4113591.69715
1131,4818842.23693
1132,3293233.49619
1133,4076908.56983
1134,4055705.63124
1135,3228588.57076
1136,4782382.38909
1137,3867500.50604
1138,4256370.32072
1139,4924516.52664
1140,3788063.98307
1141,4213911.61481
1142,4488682.53222
1143,4489260.01871
1144,4485153.0717
1145,4383777.34256
1146,3509321.3315
1147,4624875.00926
1148,4452503.0338
1149,4670630.87775
1150,4551098.57656
1151,2986279.16473
1152,4483628.06749
1153,4937836.9597
1154,3845463.23206
1155,3303967.51551
1156,3796881.93686
1157,4268034.92284
1158,4274295.95132
1159,3849584.68155
1160,3997051.80158
1161,3969729.52912
1162,4222105.97468
1163,3403230.01758
1164,4052510.29817
1165,3780554.6277
1166,4393026.01951
1167,4387584.75419
1168,4233125.36065
1169,4484229.44613
1170,4000033.60683
1171,4047480.21421
1172,3063654.9374
1173,4058654.86191
1174,3806498.45322
1175,4722898.89857
1176,4383857.58954
1177,4779721.47917
1178,3829924.31623
1179,3917856.86244
1180,4300195.19984
1181,3848299.3593
1182,5219703.39811
1183,4515056.44597
1184,3997307.33934
1185,4054740.45389
1186,4229680.20752
1187,3620868.71147
1188,4822579.67557
1189,5210328.71241
1190,4360435.49213
1191,4314718.18753
1192,4648501.56896
1193,3320343.19878
1194,4801687.29333
1195,4451117.1518
1196,4161588.36347
1197,4546549.99006
1198,3688013.05612
1199,3949434.53673
1200,5368892.42023
1201,4284913.77831
1202,4046266.90303
1203,3925122.36592
1204,4102441.74839
1205,4107182.95676
1206,4730448.21454
1207,3904884.64419
1208,3908066.09766
1209,3903201.37521
1210,4271857.85751
1211,5866322.69188
1212,3444155.61017
1213,4678082.1688
1214,3572371.84932
1215,4537385.95959
1216,3681396.4239
1217,4451770.78705
1218,4602129.49132
1219,4583264.47392
1220,3883224.04591
1221,4024876.67701
1222,4461658.78435
1223,4561710.4288
1224,4783599.32577
1225,4390716.91387
1226,4764313.15321
1227,4918573.24724
1228,3864907.55813
1229,4230475.27678
1230,3881053.65308
1231,3749511.44736
1232,3166553.74678
1233,4978096.37956
1234,4170265.80226
1235,3772264.29974
1236,4047405.89974
1237,3583894.98303
1238,3724083.22094
1239,4150854.43245
1240,3800193.34425
1241,3374875.62318
1242,5575484.72818
1243,4003244.41252
1244,4369343.58447
1245,4429484.27558
1246,3899624.2273
1247,4752605.51432
1248,3999603.78362
1249,4855844.57567
1250,4401710.02339
1251,3720096.12888
1252,4511010.72027
1253,4805632.98916
1254,4379471.25156
1255,3436866.95963
1256,4396201.294
1257,4272333.58237
1258,4425066.31069
1259,3537751.15448
1260,3940453.76261
1261,4403197.03687
1262,4148268.06524
1263,4191274.12163
1264,4783929.65455
1265,3991176.69891
1266,3549675.1655
1267,4187562.512
1268,3647661.94509
1269,4389028.62496
1270,3388237.69315
1271,4880209.52663
1272,4267088.79429
1273,3126871.78927
1274,3699410.51827
1275,4338092.28719
1276,4494329.29334
1277,4620304.3283
1278,3908417.70681
1279,3793771.05679
1280,5218740.38182
1281,3928531.65546
1282,4493791.09624
1283,3482783.06822
1284,4579264.16103
1285,4029235.38373
1286,4212993.13265
1287,3639174.68615
1288,5041100.97134
1289,3485479.75213
1290,4486105.7378
1291,3428556.06922
1292,4997821.08593
1293,4898579.72306
1294,4318268.44661
1295,4891165.29596
1296,4608953.49145
1297,4685396.70032
1298,4082537.48332
1299,3497484.56352
1300,4802976.19058
1301,3582769.41117
1302,3987737.62555
1303,4141966.83547
1304,4236322.72267
1305,4225395.22105
1306,4224236.36387
1307,4638562.81881
1308,4508614.40501
1309,3802784.04694
1310,4469629.02822
1311,4322174.44254
1312,3901331.32116
1313,5181543.6012
1314,5397529.10934
1315,4471151.44801
1316,4607450.00913
1317,4215786.94242
1318,3924711.0468
1319,4440098.20259
1320,4470962.9088
1321,4594343.21296
1322,4955732.12194
1323,4124347.56117
1324,4136645.61438
1325,3846558.84339
1326,4782591.88836
1327,4681855.9642
1328,4231194.17193
1329,4222411.46206
1330,4974132.87199
1331,3684867.53228
1332,4321831.7476
1333,4316352.90625
1334,3947944.27366
1335,4239285.41869
1336,3179218.12764
1337,4378476.60574
1338,3769635.75652
1339,4101195.38604
1340,3754678.72599
1341,4779402.47884
1342,3871384.22521
1343,3637284.84367
1344,5723040.93713
1345,3489879.69131
1346,3764733.00608
1347,3947340.40556
1348,4141714.84539
1349,3520110.18087
1350,4449409.76729
1351,4745054.49331
1352,3953257.08186
1353,4425117.46289
1354,4135927.81761
1355,4318911.22832
1356,4297505.95795
1357,4816321.94893
1358,4387881.23567
1359,3063421.66088
1360,3943041.82249
1361,5351461.14089
1362,3581210.37737
1363,3851383.85996
1364,4581579.52747
1365,3986330.42898
1366,3912010.04191
1367,4210167.50191
1368,4238383.22521
1369,5096456.67925
1370,4226793.21159
1371,4494125.68999
1372,5313071.5314
1373,4980441.19986
1374,3868629.99767
1375,3867120.80754
1376,3911778.0234
1377,3787885.03194
1378,5742614.72285
1379,4785861.05558
1380,4434604.92081
1381,5128313.01885
1382,3902920.26303
1383,4494754.37918
1384,3950345.59001
1385,4118656.7349
1386,3739409.65418
1387,3793401.91588
1388,4588038.84505
1389,4246640.08436
1390,4327412.4923
1391,3660033.71265
1392,3588517.71957
1393,4105163.8332
1394,4188696.10294
1395,3780137.59906
1396,3848803.38157
1397,5149575.58657
1398,4480366.36667
1399,4885927.74718
1400,4575022.05441
1401,4788926.17782
1402,3948240.86183
1403,4217702.18595
1404,4251509.38535
1405,4189421.37331
1406,4377217.20217
1407,5081387.5009
1408,4043107.3293
1409,5645621.1623
1410,4499154.38398
1411,4039104.42899
1412,4841587.77875
1413,5053273.52255
1414,3916205.68128
1415,4422618.38737
1416,5197887.873
1417,3984685.17768
1418,3993767.7583
1419,5043943.01287
1420,4039911.90138
1421,4318122.50376
1422,4581170.34814
1423,4853755.34733
1424,4803372.38085
1425,4243065.55099
1426,3524638.64367
1427,3707295.68512
1428,4114689.96148
1429,3834319.50741
1430,4850320.12404
1431,3717753.60724
1432,4325759.24308
1433,3927975.45266
1434,3074563.34327
1435,4746801.39076
1436,4008937.77209
1437,4243102.75772
1438,3604026.55708
1439,4354887.63533
1440,5116673.33335
1441,4573154.22274
1442,3292501.56018
1443,3975853.64083
1444,4373495.79062
1445,3684757.87374
1446,4803301.2209
1447,4842299.70681
1448,4314883.36976
1449,4885472.29998
1450,4536883.94236
1451,4342158.08064
1452,4819507.3145
1453,3891363.63303
1454,4625920.24973
1455,4370973.19855
1456,4507918.11362
1457,4431804.033
1458,4702556.69697
1459,4675682.50111
1460,3902226.33205
1461,3575277.86051
1462,4390992.67856
1463,3882374.14214
1464,4189397.05033
1465,4377519.26396
1466,3849836.75631
1467,5554807.48551
1468,3800377.90934
1469,4558241.09422
1470,4627897.48442
1471,4519641.78826
1472,5613160.31518
1473,3508615.52789
1474,4203625.81059
1475,3985069.0894
1476,4135859.36417
1477,4063365.50553
1478,4637423.21849
1479,3797954.55079
1480,3805844.84139
1481,3814780.28262
1482,4414140.27774
1483,4844999.77581
1484,4365155.60865
1485,4605122.03868
1486,4496007.4775
1487,4973525.39627
1488,3472177.60916
1489,3992346.3876
1490,4134149.36603
1491,4392129.15757
1492,4147667.64027
1493,4284498.49715
1494,4349184.89259
1495,4758190.32526
1496,5596285.55926
1497,4196697.63151
1498,4160885.21837
